epoch,loss,acc,,,,
1,4.298859304602042,0.000432713,,,,
2,4.098618942986494,0.002596279,,,,
3,3.8996759278219453,0.001730852,,,,
4,3.8192210129971773,0.002596279,,,,
5,3.7403691692172356,0.007788836,,,,
epoch,loss,acc,,,,
1,4.309801270376961,0.000432713,,,,
2,4.062082524569529,0.001298139,,,,
3,3.8804943404107726,0.003461705,,,,
4,3.8075629795122445,0.003461705,,,,
5,3.7132190106050023,0.007788836,,,,
6,3.5944205634998827,0.019039376893119863,,,,
7,3.4481722146460094,0.033318909562959756,,,,
8,3.312195381278512,0.050194720900043274,,,,
9,3.1749452539959795,0.087840762,,,,
10,3.019958517836325,0.10644742535698831,,,,
epoch,loss,acc,,,,
1,4.296334959426016,0.000432713,,,,
2,4.016231964219291,0.001730852,,,,
3,3.854955386815581,0.003461705,,,,
4,3.787530831570895,0.003894418,,,,
5,3.688132364045149,0.007356123,,,,
6,3.5728248357772827,0.016443098225876245,,,,
7,3.4248542260823758,0.03894418,,,,
8,3.2767439983175985,0.056252704456945045,,,,
9,3.1254184590945453,0.096495024,,,,
10,2.9749174860288514,0.11769796624837732,,,,
11,2.8113142911743068,0.17265253137170056,,,,
12,2.633217923671195,0.22068368671570748,,,,
13,2.4613033323168003,0.2803980960623107,,,,
14,2.289441283393956,0.3284292514063176,,,,
15,2.1200283061033525,0.3470359151882302,,,,
16,1.954195872417786,0.39679792297706623,,,,
17,1.7934996950551398,0.3717005625270446,,,,
18,1.6337709753018506,0.4465599307659022,,,,
19,1.491390145049905,0.4725227174383384,,,,
20,1.3585417791732453,0.47598442232799654,,,,
21,1.2468939444179055,0.5075724794461273,,,,
22,1.1302407172116093,0.5253137170056252,,,,
23,1.0366103279890504,0.5205538727823453,,,,
24,0.9494158365066696,0.540891389,,,,
25,0.8881737484871967,0.5369969710082215,,,,
26,0.8250508784498058,0.5720467330160104,,,,
27,0.7548364383994408,0.5629597576806578,,,,
28,0.7183609632013729,0.5638251839030722,,,,
29,0.6605637811077466,0.581133708,,,,
30,0.630366492,0.5832972739073994,,,,
31,0.5839747737788554,0.595413241,,,,
32,0.5579736423942278,0.595413241,,,,
33,0.5331793766726488,0.585893553,,,,
34,0.5018071233289046,0.6049329294677629,,,,
35,0.4585879276852188,0.5880571181306794,,,,
36,0.4440660623821822,0.5980095196884465,,,,
37,0.41825358429045045,0.5975768065772393,,,,
38,0.40547429400045165,0.6036347901341411,,,,
39,0.39375283470693623,0.6075292081350064,,,,
40,0.38072880052920405,0.6166161834703592,,,,
41,0.36314083504601846,0.6118563392470792,,,,
42,0.3451509827150489,0.6235395932496755,,,,
43,0.343193937,0.6287321505841627,,,,
44,0.3156109613911161,0.6239723063608827,,,,
45,0.3263247734252012,0.6070964950237993,,,,
46,0.2944717804590861,0.6347901341410644,,,,
47,0.2907141415203143,0.6270012981393336,,,,
48,0.3228341044401223,0.6395499783643445,,,,
49,0.27071032799639794,0.629164864,,,,
50,0.2581058580358073,0.6382518390307226,,,,
51,0.24734921912727115,0.63565556,,,,
52,0.2506529979829518,0.6412808308091735,,,,
53,0.24047741898388234,0.6434443963652099,,,,
54,0.2383514401391617,0.6456079619212463,,,,
55,0.22778915107812522,0.6477715274772826,,,,
56,0.22355335814960348,0.6399826914755518,,,,
57,0.21980637307249526,0.6425789701427953,,,,
58,0.21611608,0.6508005192557335,,,,
59,0.20996456476127576,0.6495023799221117,,,,
60,0.2039933570151059,0.6525313717005625,,,,
epoch,loss,acc,,,,
1,4.300648567061754,0.000432713,,,,
2,4.116571888983625,0.001298139,,,,
epoch,loss,acc,,,,
1,4.409892646771557,0.000432713,,,,
2,4.113298946206674,0.002163566,,,,
3,3.9215317019876443,0.001298139,,,,
4,3.8440938033397845,0.002596279,,,,
5,3.768943083,0.006057984,,,,
6,3.6481959422429404,0.016443098225876245,,,,
7,3.5188702614802234,0.01947209,,,,
8,3.4075585633703747,0.037213327563825185,,,,
9,3.310871943737726,0.051925573,,,,
10,3.206552655441956,0.076590221,,,,
11,3.1010688115965643,0.087408048,,,,
12,2.9951844620254806,0.126784942,,,,
13,2.8742837313586063,0.1536131544785807,,,,
14,2.7479025770283347,0.18520121159671138,,,,
15,2.6151768966290936,0.2232799653829511,,,,
16,2.4831184471178354,0.21808740804846388,,,,
17,2.3273326780811048,0.28169623539593247,,,,
18,2.1702788468426877,0.3046300302899178,,,,
19,2.0157655653713635,0.3046300302899178,,,,
20,1.8526971332682003,0.3336218087408048,,,,
21,1.6977601636130855,0.3725659887494591,,,,
22,1.5491572757187129,0.3600173085244483,,,,
23,1.4183340455001254,0.3314582431847685,,,,
24,1.3181852214741256,0.3717005625270446,,,,
25,1.185380756667575,0.40025962786672437,,,,
26,1.0831006173067872,0.39679792297706623,,,,
27,1.0037120593793738,0.3747295543054955,,,,
28,0.9365502490937335,0.4015577672003462,,,,
29,0.859360952,0.3885763738641281,,,,
30,0.8108809477878067,0.4054521852012116,,,,
31,0.7546612515389545,0.42016443098225875,,,,
32,0.6985177860694861,0.4154045867589788,,,,
33,0.6641900248872409,0.4180008654262224,,,,
34,0.6259471041226538,0.4158372998701861,,,,
35,0.5948510623578006,0.4283859800951969,,,,
36,0.5640775061815789,0.3864128083080917,,,,
37,0.5376835775637777,0.40199048031155343,,,,
38,0.5104407933335634,0.4305495456512332,,,,
39,0.4933467399586672,0.42319342276070965,,,,
40,0.47204997320220154,0.43184768498485504,,,,
epoch,loss,acc,,,,
1,7.312172172954248,0.000865426,,,,
2,5.688617671810606,0.000865426,,,,
3,5.429186579566331,0.000865426,,,,
4,5.256318564684886,0.000865426,,,,
5,5.237948099772136,0.001730852,,,,
6,5.135768481020658,0.000865426,,,,
7,5.038318539565465,0.000865426,,,,
8,4.991498814,0.001730852,,,,
9,4.887219194,0.001298139,,,,
10,4.8080455177235155,0.001298139,,,,
epoch,loss,acc,,,,
1,4.359361593828261,0.004759844,,,,
2,3.8815247975055525,0.015577672003461706,,,,
3,3.7327875431228734,0.008221549,,,,
4,3.6600535853104024,0.020770229,,,,
5,3.6020779804613605,0.013414106447425357,,,,
6,3.691488029,0.032453483340545215,,,,
7,3.4918037570497527,0.028559065339679793,,,,
8,3.474476348679021,0.044569450454348764,,,,
9,3.4192589633869677,0.028559065339679793,,,,
10,3.348386201468654,0.022501082,,,,
epoch,loss,acc,,,,
1,4.317098067241645,0.000432713,,,,
2,4.069947761559637,0.001298139,,,,
3,3.870750387509664,0.000865426,,,,
4,3.8110373350059463,0.004327131,,,,
5,3.7069237524608396,0.007788836,,,,
6,3.5689284096723832,0.017741237559498052,,,,
7,3.429030624575585,0.03202077,,,,
8,3.2946414415191554,0.057983556901774126,,,,
9,3.1444203598694234,0.083946344,,,,
10,2.979673074476374,0.13976633491994808,,,,
epoch,loss,acc,,,,
1,4.305437452,0.000432713,,,,
2,4.060236579966995,0.002163566,,,,
3,3.8723947417061284,0.002596279,,,,
4,3.795532375011804,0.006057984,,,,
5,3.6697933606381685,0.012548680225010819,,,,
6,3.5145357869706064,0.026395499783643445,,,,
epoch,loss,acc,,,,
1,3.9029077506112957,0.007097232,,,,
2,3.3349666128139535,0.08327419,,,,
3,2.732071430383328,0.34752779749231133,,,,
4,2.127575956609197,0.6037378755618642,,,,
5,1.5879978550408416,0.7241542465105275,,,,
6,1.1752945292019796,0.7752543174828483,,,,
7,0.8856996987632173,0.7913413768630234,,,,
8,0.6897486256506152,0.8071918618405488,,,,
9,0.5572626543854049,0.8225691980127751,,,,
10,0.4652761828816104,0.8289567068843151,,,,
11,0.393756205,0.8339247693399574,,,,
12,0.3349037927722265,0.8282469836763662,,,,
13,0.2980612624845581,0.8334516205346582,,,,
14,0.26711021785786054,0.8414951502247456,,,,
15,0.23882059791011961,0.8381831085876508,,,,
16,0.2171459858824393,0.843860894,,,,
17,0.2009175782134671,0.8327418973267092,,,,
18,0.18274928747774835,0.8365270877691033,,,,
19,0.17446439397370744,0.8476460846936361,,,,
20,0.16060809242332766,0.853560445,,,,
21,0.1488059322247486,0.8339247693399574,,,,
22,0.14250597981903368,0.8526141471492784,,,,
23,0.13426760577572558,0.8493021055121835,,,,
24,0.1262833632855953,0.862550272,,,,
25,0.12169797561036612,0.8545067423704755,,,,
26,0.11775656946880851,0.860657677,,,,
27,0.11145935500869732,0.856162763,,,,
28,0.10757284875431222,0.856162763,,,,
29,0.10377670234281146,0.8573456352022711,,,,
30,0.10172298774718048,0.8526141471492784,,,,
epoch,loss,acc,,,,
1,3.9055760662474794,0.004494914,,,,
2,3.3580394732500025,0.085876508,,,,
3,2.7616750891813022,0.3089661698604211,,,,
4,2.1947070990731854,0.5495623373550982,,,,
5,1.6552536280569201,0.6976579134137686,,,,
6,1.2264773786900762,0.7627158741424178,,,,
7,0.9233344354910289,0.7823515495623373,,,,
8,0.7210397362471103,0.8060089898273007,,,,
9,0.577172792,0.8187840075703808,,,,
10,0.4758308819311108,0.8256446652472202,,,,
11,0.40122494249048823,0.8263543884551692,,,,
12,0.34653581269605904,0.8343979181452567,,,,
13,0.3047967891374272,0.8353442157558553,,,,
14,0.27046828,0.8377099597823515,,,,
15,0.2434463959700333,0.8457534894724391,,,,
16,0.22134991710235974,0.848355808,,,,
17,0.2023715708724515,0.8429145966406435,,,,
18,0.1857950404018699,0.8478826590962858,,,,
19,0.17437344046826372,0.8504849775254317,,,,
20,0.16255177215128364,0.849065531,,,,
21,0.1523632597839999,0.8542701679678258,,,,
22,0.14467020427841626,0.8488289567068843,,,,
23,0.13488382505115395,0.8542701679678258,,,,
24,0.13179975899601887,0.8663354625029572,,,,
25,0.1182477470851706,0.8457534894724391,,,,
26,0.11915095655057958,0.8575822096049207,,,,
27,0.11391897221763216,0.8528507215519281,,,,
28,0.1064089272476123,0.8485923823042347,,,,
29,0.10550141949020699,0.8521409983439792,,,,
30,0.10191949914226275,0.8575822096049207,,,,
31,0.073322941,0.8644428672817601,,,,
32,0.059434394,0.8637331440738112,,,,
33,0.055696443,0.8682280577241542,,,,
34,0.052437102,0.8694109297374024,,,,
35,0.050844245,0.8668086113082565,,,,
36,0.048900527048283474,0.8658623136976579,,,,
37,0.047509609,0.8672817601135557,,,,
epoch,loss,acc,,,,
1,4.313379552379344,0.000432713,,,,
2,4.057143443785374,0.002596279,,,,
3,3.867342172928576,0.003028992,,,,
4,3.7953876744276323,0.004327131,,,,
5,3.6889535765977777,0.012548680225010819,,,,
6,3.550977078623742,0.018606663781912593,,,,
7,3.4147139352822453,0.040675032,,,,
epoch,loss,acc,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
